session_id,user_id,region,user_segment,device,variant,peak_hour,rainy_weather,basket_size,trip_distance_km,order_subtotal,delivery_fee,variable_cost,checkout_started,converted_order,cancelled_order,net_completed_order,gross_revenue,contribution_margin
PRC-00439,USR-0019,east,price_sensitive,ios,control,1,0,4,4.74,45.39,5.18,3.34,1,1,0,1,13.35,10.01
PRC-00440,USR-0020,west,casual,android,treatment,1,0,5,6.05,48.59,5.65,3.78,1,0,0,0,8.75,8.75
PRC-00441,USR-0021,north,power_user,web,treatment,0,1,1,6.44,19.4,4.75,3.17,1,0,0,0,3.49,3.49
PRC-00442,USR-0022,south,price_sensitive,ios,control,0,0,2,1.55,24.78,3.92,1.99,1,0,0,0,4.46,4.46
PRC-00443,USR-0023,east,casual,android,treatment,0,0,3,3.3,25.16,4.16,2.53,1,1,0,1,8.69,6.16
PRC-00444,USR-0024,west,power_user,web,control,0,0,4,4.08,28.92,4.12,2.85,1,0,0,0,5.21,5.21
PRC-00445,USR-0025,north,price_sensitive,ios,treatment,1,0,5,4.87,31.43,4.5,3.52,1,1,0,1,10.16,6.64
PRC-00446,USR-0026,south,casual,android,treatment,1,0,1,4.87,34.08,4.95,2.92,1,1,1,0,6.13,6.13
PRC-00447,USR-0027,east,power_user,web,control,0,0,2,6.15,37.38,4.39,3.0,1,0,0,0,6.73,6.73
PRC-00448,USR-0028,west,price_sensitive,ios,control,0,0,3,7.33,40.24,5.2,3.41,1,0,0,0,7.24,7.24
PRC-00449,USR-0029,north,casual,android,control,0,1,4,2.44,45.57,4.26,2.74,1,0,0,0,8.2,8.2
PRC-00450,USR-0030,south,power_user,web,treatment,0,0,5,3.34,45.54,3.72,2.83,1,0,0,0,8.2,8.2
PRC-00451,USR-0031,east,price_sensitive,ios,treatment,1,0,1,3.91,50.67,4.23,2.71,1,0,0,0,9.12,9.12
PRC-00452,USR-0032,west,casual,android,control,1,0,2,4.44,20.45,5.01,2.98,1,0,0,0,3.68,3.68
PRC-00453,USR-0033,north,power_user,web,control,0,0,3,5.03,23.7,4.74,2.91,1,1,0,1,9.01,6.1
PRC-00454,USR-0034,south,price_sensitive,ios,control,0,0,4,6.43,24.81,4.81,3.36,1,0,0,0,4.47,4.47
PRC-00455,USR-0035,east,casual,android,control,0,0,5,6.73,30.02,4.26,3.58,1,1,0,1,9.66,6.08
PRC-00456,USR-0036,west,power_user,web,control,0,0,1,1.82,31.34,4.06,1.9,1,1,0,1,9.7,7.8
PRC-00457,USR-0037,north,price_sensitive,ios,treatment,1,1,2,2.71,35.2,4.19,2.85,1,1,0,1,10.53,7.68
PRC-00458,USR-0038,south,casual,android,treatment,1,0,3,3.25,38.01,5.25,2.86,1,1,1,0,6.84,6.84
PRC-00459,USR-0039,east,power_user,web,treatment,0,0,4,4.73,40.01,3.86,2.99,1,0,0,0,7.2,7.2
PRC-00460,USR-0040,west,price_sensitive,ios,control,0,0,5,5.03,45.46,4.48,3.21,1,1,0,1,12.66,9.45
PRC-00461,USR-0041,north,casual,android,treatment,0,0,1,5.98,45.68,4.24,2.82,1,0,0,0,8.22,8.22
PRC-00462,USR-0042,south,power_user,web,control,0,0,2,7.14,50.29,4.28,3.22,1,1,0,1,13.33,10.11
PRC-00463,USR-0043,east,price_sensitive,ios,control,1,0,3,1.51,21.38,4.54,2.48,1,0,0,0,3.85,3.85
PRC-00464,USR-0044,west,casual,android,treatment,1,0,4,2.46,23.38,4.4,2.84,1,1,0,1,8.61,5.77
PRC-00465,USR-0045,north,power_user,web,control,0,1,5,4.16,25.9,3.86,3.27,1,0,0,0,4.66,4.66
PRC-00466,USR-0046,south,price_sensitive,ios,treatment,0,0,1,5.09,28.17,3.48,2.62,1,1,1,0,5.07,5.07
PRC-00467,USR-0047,east,casual,android,treatment,0,0,2,5.57,32.14,4.46,2.88,1,1,0,1,10.25,7.37
PRC-00468,USR-0048,west,power_user,web,treatment,0,0,3,5.6,36.51,3.99,3.03,1,0,0,0,6.57,6.57
PRC-00469,USR-0049,north,price_sensitive,ios,treatment,1,0,4,7.46,37.74,4.72,3.94,1,1,0,1,11.51,7.57
PRC-00470,USR-0050,south,casual,android,control,1,0,5,2.22,41.24,4.59,2.94,1,0,0,0,7.42,7.42
PRC-00471,USR-0051,east,power_user,web,treatment,0,0,1,3.09,45.17,3.72,2.18,1,1,0,1,11.85,9.67
PRC-00472,USR-0052,west,price_sensitive,ios,treatment,0,0,2,3.17,46.13,3.82,2.35,1,0,0,0,8.3,8.3
PRC-00473,USR-0053,north,casual,android,control,0,1,3,4.5,48.39,4.33,3.04,1,1,0,1,13.04,10.0
PRC-00474,USR-0054,south,power_user,web,treatment,0,0,4,4.86,22.27,4.54,3.02,1,1,0,1,8.55,5.53
PRC-00475,USR-0055,east,price_sensitive,ios,treatment,1,0,5,6.65,24.57,4.98,3.91,1,1,1,0,4.42,4.42
PRC-00476,USR-0056,west,casual,android,control,1,0,1,6.37,24.94,5.5,3.25,1,1,0,1,9.99,6.74
PRC-00477,USR-0057,north,power_user,web,treatment,0,0,2,2.34,29.15,3.39,2.16,1,1,0,1,8.64,6.48
PRC-00478,USR-0058,south,price_sensitive,ios,control,0,0,3,2.91,31.68,3.7,2.44,1,0,0,0,5.7,5.7
PRC-00479,USR-0059,east,casual,android,treatment,0,0,4,3.86,34.87,4.34,2.8,1,0,0,0,6.28,6.28
PRC-00480,USR-0060,west,power_user,web,control,0,0,5,4.78,38.85,4.61,3.15,1,1,0,1,11.6,8.45
PRC-00481,USR-0061,north,price_sensitive,ios,control,1,1,1,5.43,40.89,4.9,3.29,1,0,0,0,7.36,7.36
PRC-00482,USR-0062,south,casual,android,treatment,1,0,2,6.35,42.62,5.66,3.4,1,1,0,1,13.33,9.93
PRC-00483,USR-0063,east,power_user,web,treatment,0,0,3,7.16,47.84,4.33,3.38,1,1,0,1,12.94,9.56
PRC-00484,USR-0064,west,price_sensitive,ios,control,0,0,4,2.43,51.1,3.45,2.48,1,0,0,0,9.2,9.2
PRC-00485,USR-0065,north,casual,android,control,0,0,5,3.15,19.22,4.08,2.79,1,1,0,1,7.54,4.75
PRC-00486,USR-0066,south,power_user,web,control,0,0,1,3.78,23.65,4.0,2.33,1,1,0,1,8.26,5.93
PRC-00487,USR-0067,east,price_sensitive,ios,treatment,1,0,2,4.17,27.33,4.3,2.92,1,1,0,1,9.22,6.3
PRC-00488,USR-0068,west,casual,android,control,1,0,3,5.16,29.35,4.7,3.29,1,0,0,0,5.28,5.28
PRC-00489,USR-0069,north,power_user,web,treatment,0,1,4,6.6,32.54,4.74,3.65,1,1,0,1,10.6,6.95
PRC-00490,USR-0070,south,price_sensitive,ios,control,0,0,5,6.63,36.02,4.25,3.56,1,1,0,1,10.73,7.17
PRC-00491,USR-0071,east,casual,android,treatment,0,0,1,2.47,37.03,4.22,2.04,1,0,0,0,6.67,6.67
PRC-00492,USR-0072,west,power_user,web,control,0,0,2,2.64,40.93,4.23,2.23,1,1,0,1,11.6,9.37
PRC-00493,USR-0073,north,price_sensitive,ios,control,1,0,3,3.78,42.9,4.59,2.98,1,0,0,0,7.72,7.72
PRC-00494,USR-0074,south,casual,android,control,1,0,4,4.49,47.17,5.14,3.29,1,1,0,1,13.63,10.34
PRC-00495,USR-0075,east,power_user,web,treatment,0,0,5,4.71,48.86,4.11,3.14,1,1,0,1,12.9,9.76
PRC-00496,USR-0076,west,price_sensitive,ios,treatment,0,0,1,6.64,22.07,3.64,2.96,1,0,0,0,3.97,3.97
PRC-00497,USR-0077,north,casual,android,treatment,0,1,2,6.42,24.45,4.52,3.31,1,1,0,1,8.92,5.61
PRC-00498,USR-0078,south,power_user,web,control,0,0,3,2.35,28.29,3.5,2.32,1,0,0,0,5.09,5.09
PRC-00499,USR-0079,east,price_sensitive,ios,treatment,1,0,4,3.14,29.52,3.99,2.99,1,0,0,0,5.31,5.31
PRC-00500,USR-0080,west,casual,android,control,1,0,5,3.26,30.93,4.96,3.17,1,1,0,1,10.53,7.36
PRC-00501,USR-0081,north,power_user,web,control,0,0,1,4.18,36.87,3.98,2.42,1,1,0,1,10.62,8.2
PRC-00502,USR-0082,south,price_sensitive,ios,treatment,0,0,2,5.08,38.97,3.6,2.77,1,1,0,1,10.61,7.84
PRC-00503,USR-0083,east,casual,android,treatment,0,0,3,5.69,41.35,4.06,3.05,1,1,0,1,11.5,8.45
PRC-00504,USR-0084,west,power_user,web,treatment,0,0,4,6.55,45.58,4.35,3.39,1,1,0,1,12.55,9.16
PRC-00505,USR-0085,north,price_sensitive,ios,control,1,1,5,2.49,47.5,4.72,3.25,1,1,0,1,13.27,10.02
PRC-00506,USR-0086,south,casual,android,control,1,0,1,2.6,48.32,4.43,2.42,1,1,0,1,13.13,10.71
PRC-00507,USR-0087,east,power_user,web,control,0,0,2,3.14,22.47,3.92,2.34,1,1,0,1,7.96,5.62
PRC-00508,USR-0088,west,price_sensitive,ios,control,0,0,3,4.86,23.52,3.99,2.87,1,1,0,1,8.22,5.35
PRC-00509,USR-0089,north,casual,android,treatment,0,0,4,5.69,25.26,4.25,3.2,1,0,0,0,4.55,4.55
PRC-00510,USR-0090,south,power_user,web,treatment,0,0,5,5.81,29.74,4.67,3.38,1,1,0,1,10.02,6.64
PRC-00511,USR-0091,east,price_sensitive,ios,treatment,1,0,1,6.45,32.15,5.07,3.27,1,0,0,0,5.79,5.79
PRC-00512,USR-0092,west,casual,android,control,1,0,2,2.05,33.65,4.16,2.45,1,1,0,1,10.22,7.77
PRC-00513,USR-0093,north,power_user,web,control,0,1,3,3.12,36.5,3.71,2.74,1,1,0,1,10.28,7.54
PRC-00514,USR-0094,south,price_sensitive,ios,control,0,0,4,3.14,42.39,4.11,2.64,1,1,0,1,11.74,9.1
PRC-00515,USR-0095,east,casual,android,control,0,0,5,3.97,44.13,3.96,2.97,1,1,0,1,11.9,8.93
PRC-00516,USR-0096,west,power_user,web,treatment,0,0,1,5.46,46.94,4.59,2.7,1,0,0,0,8.45,8.45
PRC-00517,USR-0097,north,price_sensitive,ios,treatment,1,0,2,5.93,50.74,4.65,3.3,1,1,0,1,13.78,10.48
PRC-00518,USR-0098,south,casual,android,treatment,1,0,3,6.52,20.36,5.35,3.58,1,1,0,1,9.01,5.43
PRC-00519,USR-0099,east,power_user,web,treatment,0,0,4,2.69,22.11,3.85,2.54,1,0,0,0,3.98,3.98
PRC-00520,USR-0100,west,price_sensitive,ios,treatment,0,0,5,2.42,28.21,3.47,2.63,1,1,0,1,8.55,5.92
PRC-00521,USR-0101,north,casual,android,treatment,0,1,1,4.3,27.9,3.86,2.7,1,0,0,0,5.02,5.02
PRC-00522,USR-0102,south,power_user,web,treatment,0,0,2,4.91,31.84,4.53,2.73,1,1,0,1,10.26,7.53
PRC-00523,USR-0103,east,price_sensitive,ios,treatment,1,0,3,5.8,35.94,4.16,3.43,1,0,0,0,6.47,6.47
PRC-00524,USR-0104,west,casual,android,treatment,1,0,4,6.18,38.37,5.17,3.66,1,0,0,0,6.91,6.91
PRC-00525,USR-0105,north,power_user,web,treatment,0,0,5,6.67,41.02,4.53,3.57,1,1,0,1,11.91,8.34
PRC-00526,USR-0106,south,price_sensitive,ios,control,0,0,1,1.5,44.04,4.09,1.83,1,1,0,1,12.02,10.19
PRC-00527,USR-0107,east,casual,android,treatment,0,0,2,3.31,48.32,3.78,2.38,1,1,0,1,12.48,10.1
PRC-00528,USR-0108,west,power_user,web,treatment,0,0,3,4.12,50.71,4.41,2.71,1,0,0,0,9.13,9.13
PRC-00529,USR-0109,north,price_sensitive,ios,control,1,1,4,4.37,22.3,4.52,3.51,1,1,0,1,8.53,5.02
PRC-00530,USR-0110,south,casual,android,control,1,0,5,5.65,25.22,5.52,3.69,1,0,0,0,4.54,4.54
PRC-00531,USR-0111,east,power_user,web,control,0,0,1,6.33,28.19,4.97,2.89,1,0,0,0,5.07,5.07
PRC-00532,USR-0112,west,price_sensitive,ios,control,0,0,2,6.51,29.76,4.44,3.08,1,0,0,0,5.36,5.36
PRC-00533,USR-0113,north,casual,android,control,0,0,3,2.64,33.15,4.32,2.38,1,1,0,1,10.29,7.91
PRC-00534,USR-0114,south,power_user,web,treatment,0,0,4,3.02,33.61,4.26,2.61,1,0,0,0,6.05,6.05
PRC-00535,USR-0115,east,price_sensitive,ios,control,1,0,5,4.22,38.38,4.53,3.38,1,0,0,0,6.91,6.91
PRC-00536,USR-0116,west,casual,android,control,1,0,1,4.1,42.74,5.17,2.75,1,1,0,1,12.86,10.11
PRC-00537,USR-0117,north,power_user,web,treatment,0,1,2,5.24,45.3,4.07,3.05,1,1,1,0,8.15,8.15
PRC-00538,USR-0118,south,price_sensitive,ios,control,0,0,3,5.5,45.48,4.33,3.01,1,0,0,0,8.19,8.19
PRC-00539,USR-0119,east,casual,android,treatment,0,0,4,6.89,51.1,4.47,3.47,1,1,0,1,13.67,10.2
PRC-00540,USR-0120,west,power_user,web,control,0,0,5,2.28,22.02,4.02,2.6,1,1,0,1,7.98,5.38
PRC-00541,USR-0121,north,price_sensitive,ios,treatment,1,0,1,2.68,22.93,4.43,2.44,1,1,0,1,8.56,6.12
PRC-00542,USR-0122,south,casual,android,control,1,0,2,3.76,27.36,5.13,2.83,1,1,0,1,10.05,7.22
PRC-00543,USR-0123,east,power_user,web,treatment,0,0,3,3.94,29.39,4.45,2.67,1,1,0,1,9.74,7.07
PRC-00544,USR-0124,west,price_sensitive,ios,control,0,0,4,4.95,30.95,4.05,3.04,1,0,0,0,5.57,5.57
PRC-00545,USR-0125,north,casual,android,treatment,0,1,5,5.82,36.05,4.19,3.63,1,1,1,0,6.49,6.49
PRC-00546,USR-0126,south,power_user,web,treatment,0,0,1,6.48,39.34,4.38,2.93,1,1,0,1,11.46,8.53
PRC-00547,USR-0127,east,price_sensitive,ios,treatment,1,0,2,1.74,41.4,3.43,2.38,1,1,0,1,10.88,8.5
PRC-00548,USR-0128,west,casual,android,control,1,0,3,2.67,45.15,4.48,2.74,1,1,0,1,12.61,9.87
PRC-00549,USR-0129,north,power_user,web,control,0,0,4,3.32,47.0,4.38,2.68,1,1,0,1,12.84,10.16
PRC-00550,USR-0130,south,price_sensitive,ios,control,0,0,5,4.17,49.63,3.98,3.02,1,1,0,1,12.91,9.89
PRC-00551,USR-0131,east,casual,android,treatment,0,0,1,5.11,19.3,4.3,2.62,1,0,0,0,3.47,3.47
PRC-00552,USR-0132,west,power_user,web,treatment,0,0,2,6.51,23.84,4.8,3.08,1,1,0,1,9.09,6.01
PRC-00553,USR-0133,north,price_sensitive,ios,treatment,1,1,3,7.36,26.46,4.84,4.02,1,1,0,1,9.6,5.58
PRC-00554,USR-0134,south,casual,android,treatment,1,0,4,2.58,29.46,5.07,2.87,1,0,0,0,5.3,5.3
PRC-00555,USR-0135,east,power_user,web,treatment,0,0,5,3.21,31.02,3.62,2.81,1,0,0,0,5.58,5.58
PRC-00556,USR-0136,west,price_sensitive,ios,treatment,0,0,1,3.25,36.33,3.41,2.21,1,0,0,0,6.54,6.54
PRC-00557,USR-0137,north,casual,android,control,0,0,2,4.65,39.89,4.58,2.67,1,1,0,1,11.76,9.09
PRC-00558,USR-0138,south,power_user,web,treatment,0,0,3,5.17,39.53,4.18,2.94,1,1,0,1,11.3,8.36
PRC-00559,USR-0139,east,price_sensitive,ios,control,1,0,4,6.44,45.26,5.36,3.72,1,0,0,0,8.15,8.15
PRC-00560,USR-0140,west,casual,android,control,1,0,5,6.48,46.55,5.34,3.88,1,0,0,0,8.38,8.38
PRC-00561,USR-0141,north,power_user,web,treatment,0,1,1,2.18,51.24,3.37,2.23,1,1,0,1,12.59,10.36
PRC-00562,USR-0142,south,price_sensitive,ios,control,0,0,2,2.76,20.44,3.92,2.26,1,0,0,0,3.68,3.68
PRC-00563,USR-0143,east,casual,android,control,0,0,3,3.27,22.86,4.13,2.52,1,0,0,0,4.11,4.11
PRC-00564,USR-0144,west,power_user,web,control,0,0,4,4.3,27.91,3.98,2.9,1,0,0,0,5.02,5.02
PRC-00565,USR-0145,north,price_sensitive,ios,treatment,1,0,5,4.72,30.84,4.68,3.49,1,1,0,1,10.23,6.74
PRC-00566,USR-0146,south,casual,android,control,1,0,1,5.62,33.04,5.43,3.09,1,1,0,1,11.38,8.29
PRC-00567,USR-0147,east,power_user,web,control,0,0,2,6.62,36.39,4.56,3.11,1,0,0,0,6.55,6.55
PRC-00568,USR-0148,west,price_sensitive,ios,control,0,0,3,2.49,37.14,4.11,2.35,1,0,0,0,6.69,6.69
PRC-00569,USR-0149,north,casual,android,treatment,0,1,4,2.92,42.17,3.56,2.84,1,1,0,1,11.15,8.31
PRC-00570,USR-0150,south,power_user,web,control,0,0,5,4.16,45.18,3.76,3.02,1,1,0,1,11.89,8.87
PRC-00571,USR-0151,east,price_sensitive,ios,treatment,1,0,1,4.45,45.97,4.72,2.83,1,0,0,0,8.27,8.27
PRC-00572,USR-0152,west,casual,android,control,1,0,2,5.31,50.88,5.17,3.17,1,1,1,0,9.16,9.16
PRC-00573,USR-0153,north,power_user,web,control,0,0,3,5.71,21.08,4.8,3.06,1,1,0,1,8.59,5.53
PRC-00574,USR-0154,south,price_sensitive,ios,control,0,0,4,7.2,25.03,4.91,3.53,1,1,0,1,9.42,5.89
PRC-00575,USR-0155,east,casual,android,control,0,0,5,2.66,26.8,4.24,2.69,1,0,0,0,4.82,4.82
PRC-00576,USR-0156,west,power_user,web,treatment,0,0,1,2.79,28.64,3.41,2.11,1,0,0,0,5.16,5.16
PRC-00577,USR-0157,north,price_sensitive,ios,treatment,1,1,2,4.19,30.63,4.43,3.17,1,0,0,0,5.51,5.51
PRC-00578,USR-0158,south,casual,android,control,1,0,3,4.87,34.38,4.79,3.22,1,0,0,0,6.19,6.19
PRC-00579,USR-0159,east,power_user,web,treatment,0,0,4,5.15,37.88,4.13,3.08,1,1,0,1,10.95,7.87
PRC-00580,USR-0160,west,price_sensitive,ios,treatment,0,0,5,5.98,42.19,3.61,3.42,1,1,0,1,11.2,7.78
PRC-00581,USR-0161,north,casual,android,treatment,0,0,1,7.08,43.51,4.71,3.06,1,1,0,1,12.54,9.48
PRC-00582,USR-0162,south,power_user,web,control,0,0,2,2.27,48.56,4.17,2.15,1,1,0,1,12.91,10.76
PRC-00583,USR-0163,east,price_sensitive,ios,treatment,1,0,3,2.48,49.05,4.23,2.7,1,0,0,0,8.83,8.83
PRC-00584,USR-0164,west,casual,android,treatment,1,0,4,3.82,21.81,5.17,3.14,1,0,0,0,3.93,3.93
PRC-00585,USR-0165,north,power_user,web,treatment,0,1,5,5.1,24.19,4.04,3.47,1,1,0,1,8.39,4.92
PRC-00586,USR-0166,south,price_sensitive,ios,control,0,0,1,5.39,27.28,4.13,2.69,1,0,0,0,4.91,4.91
PRC-00587,USR-0167,east,casual,android,control,0,0,2,6.44,29.57,4.97,3.07,1,0,0,0,5.32,5.32
PRC-00588,USR-0168,west,power_user,web,treatment,0,0,3,7.31,33.56,4.99,3.41,1,1,0,1,11.03,7.62
PRC-00589,USR-0169,north,price_sensitive,ios,control,1,0,4,2.47,34.41,4.77,2.84,1,1,0,1,10.96,8.12
PRC-00590,USR-0170,south,casual,android,control,1,0,5,2.73,36.71,4.8,3.05,1,1,0,1,11.41,8.36
PRC-00591,USR-0171,east,power_user,web,control,0,0,1,3.45,40.21,4.38,2.26,1,1,0,1,11.62,9.36
PRC-00592,USR-0172,west,price_sensitive,ios,treatment,0,0,2,3.99,45.51,3.96,2.53,1,1,0,1,12.15,9.62
PRC-00593,USR-0173,north,casual,android,control,0,1,3,4.76,46.14,4.62,3.1,1,1,0,1,12.93,9.83
PRC-00594,USR-0174,south,power_user,web,control,0,0,4,6.59,49.99,4.59,3.4,1,1,0,1,13.59,10.19
PRC-00595,USR-0175,east,price_sensitive,ios,treatment,1,0,5,7.06,20.71,4.52,4.0,1,0,0,0,3.73,3.73
PRC-00596,USR-0176,west,casual,android,control,1,0,1,2.41,22.86,4.23,2.38,1,0,0,0,4.11,4.11
PRC-00597,USR-0177,north,power_user,web,control,0,0,2,2.41,27.47,3.98,2.18,1,1,0,1,8.92,6.74
PRC-00598,USR-0178,south,price_sensitive,ios,treatment,0,0,3,3.15,29.04,3.19,2.49,1,1,1,0,5.23,5.23
PRC-00599,USR-0179,east,casual,android,control,0,0,4,4.13,33.52,4.34,2.86,1,0,0,0,6.03,6.03
PRC-00600,USR-0180,west,power_user,web,control,0,0,5,5.11,35.93,4.03,3.22,1,1,0,1,10.5,7.28
PRC-00601,USR-0181,north,price_sensitive,ios,control,1,1,1,5.86,39.28,4.96,3.39,1,0,0,0,7.07,7.07
PRC-00602,USR-0182,south,casual,android,treatment,1,0,2,7.37,40.48,6.11,3.62,1,1,0,1,13.4,9.78
PRC-00603,USR-0183,east,power_user,web,control,0,0,3,2.64,42.86,4.29,2.38,1,1,0,1,12.0,9.62
PRC-00604,USR-0184,west,price_sensitive,ios,treatment,0,0,4,3.18,45.56,3.54,2.65,1,1,0,1,11.74,9.09
PRC-00605,USR-0185,north,casual,android,treatment,0,0,5,4.15,48.13,3.87,3.01,1,1,0,1,12.53,9.52
PRC-00606,USR-0186,south,power_user,web,treatment,0,0,1,4.68,21.32,3.75,2.53,1,0,0,0,3.84,3.84
PRC-00607,USR-0187,east,price_sensitive,ios,control,1,0,2,5.36,23.23,5.03,3.18,1,1,0,1,9.21,6.03
PRC-00608,USR-0188,west,casual,android,treatment,1,0,3,6.29,25.85,5.62,3.53,1,1,0,1,10.27,6.74
PRC-00609,USR-0189,north,power_user,web,control,0,1,4,6.43,30.61,4.79,3.61,1,1,0,1,10.3,6.69
PRC-00610,USR-0190,south,price_sensitive,ios,control,0,0,5,1.74,31.3,3.54,2.48,1,1,0,1,9.17,6.69
PRC-00611,USR-0191,east,casual,android,treatment,0,0,1,2.35,34.53,3.76,2.02,1,1,0,1,9.98,7.96
PRC-00612,USR-0192,west,power_user,web,control,0,0,2,3.91,36.41,4.51,2.51,1,0,0,0,6.55,6.55
PRC-00613,USR-0193,north,price_sensitive,ios,treatment,1,0,3,4.01,39.82,4.27,3.03,1,0,0,0,7.17,7.17
PRC-00614,USR-0194,south,casual,android,control,1,0,4,4.98,43.1,5.43,3.4,1,1,0,1,13.19,9.79
PRC-00615,USR-0195,east,power_user,web,control,0,0,5,5.55,45.71,4.25,3.32,1,0,0,0,8.23,8.23
PRC-00616,USR-0196,west,price_sensitive,ios,control,0,0,1,6.41,50.58,4.83,2.91,1,1,0,1,13.93,11.02
PRC-00617,USR-0197,north,casual,android,treatment,0,1,2,1.93,19.6,3.63,2.32,1,0,0,0,3.53,3.53
PRC-00618,USR-0198,south,power_user,web,treatment,0,0,3,3.28,22.23,3.64,2.52,1,1,0,1,7.64,5.12
PRC-00619,USR-0199,east,price_sensitive,ios,control,1,0,4,4.12,26.15,5.1,3.21,1,0,0,0,4.71,4.71
PRC-00620,USR-0200,west,casual,android,treatment,1,0,5,4.74,28.1,4.8,3.49,1,0,0,0,5.06,5.06
PRC-00621,USR-0201,north,power_user,web,control,0,0,1,5.41,32.06,4.69,2.69,1,0,0,0,5.77,5.77
PRC-00622,USR-0202,south,price_sensitive,ios,control,0,0,2,5.93,34.83,4.08,2.95,1,0,0,0,6.27,6.27
PRC-00623,USR-0203,east,casual,android,treatment,0,0,3,6.46,39.81,4.88,3.22,1,1,0,1,12.05,8.83
PRC-00624,USR-0204,west,power_user,web,control,0,0,4,1.88,40.22,3.96,2.36,1,0,0,0,7.24,7.24
PRC-00625,USR-0205,north,price_sensitive,ios,treatment,1,1,5,2.98,44.22,4.51,3.36,1,0,0,0,7.96,7.96
PRC-00626,USR-0206,south,casual,android,control,1,0,1,3.94,46.93,4.43,2.72,1,0,0,0,8.45,8.45
PRC-00627,USR-0207,east,power_user,web,control,0,0,2,4.71,49.21,4.18,2.69,1,0,0,0,8.86,8.86
PRC-00628,USR-0208,west,price_sensitive,ios,treatment,0,0,3,4.77,22.46,3.88,2.85,1,1,0,1,7.92,5.07
PRC-00629,USR-0209,north,casual,android,treatment,0,0,4,5.59,24.94,4.34,3.18,1,1,0,1,8.83,5.65
PRC-00630,USR-0210,south,power_user,web,control,0,0,5,7.07,25.58,4.63,3.66,1,1,0,1,9.23,5.57
PRC-00631,USR-0211,east,price_sensitive,ios,treatment,1,0,1,2.53,29.27,3.95,2.41,1,1,0,1,9.22,6.81
PRC-00632,USR-0212,west,casual,android,treatment,1,0,2,2.79,30.96,4.89,2.61,1,1,0,1,10.46,7.85
PRC-00633,USR-0213,north,power_user,web,treatment,0,1,3,3.47,35.67,3.97,2.81,1,1,0,1,10.39,7.58
PRC-00634,USR-0214,south,price_sensitive,ios,treatment,0,0,4,3.97,37.67,3.36,2.82,1,1,0,1,10.14,7.32
PRC-00635,USR-0215,east,casual,android,treatment,0,0,5,5.49,40.96,4.52,3.31,1,1,0,1,11.89,8.58
PRC-00636,USR-0216,west,power_user,web,control,0,0,1,6.5,43.39,5.03,2.93,1,1,0,1,12.84,9.91
PRC-00637,USR-0217,north,price_sensitive,ios,treatment,1,0,2,6.5,45.26,4.39,3.43,1,0,0,0,8.15,8.15
PRC-00638,USR-0218,south,casual,android,treatment,1,0,3,2.23,48.37,4.46,2.64,1,0,0,0,8.71,8.71
PRC-00639,USR-0219,east,power_user,web,control,0,0,4,3.24,20.6,4.22,2.66,1,1,0,1,7.93,5.27
PRC-00640,USR-0220,west,price_sensitive,ios,treatment,0,0,5,3.81,24.83,3.82,2.94,1,1,0,1,8.29,5.35
PRC-00641,USR-0221,north,casual,android,treatment,0,1,1,4.5,25.27,4.18,2.74,1,1,0,1,8.73,5.99
PRC-00642,USR-0222,south,power_user,web,treatment,0,0,2,5.31,29.39,4.67,2.82,1,1,0,1,9.96,7.14
PRC-00643,USR-0223,east,price_sensitive,ios,treatment,1,0,3,5.96,31.05,4.7,3.46,1,0,0,0,5.59,5.59
PRC-00644,USR-0224,west,casual,android,treatment,1,0,4,7.48,34.85,6.06,3.95,1,0,0,0,6.27,6.27
PRC-00645,USR-0225,north,power_user,web,control,0,0,5,2.66,39.77,3.88,2.69,1,1,0,1,11.04,8.35
PRC-00646,USR-0226,south,price_sensitive,ios,treatment,0,0,1,2.66,41.92,3.55,2.09,1,0,0,0,7.55,7.55
PRC-00647,USR-0227,east,casual,android,treatment,0,0,2,3.86,45.47,3.77,2.5,1,0,0,0,8.18,8.18
PRC-00648,USR-0228,west,power_user,web,control,0,0,3,4.71,46.31,4.72,2.84,1,0,0,0,8.34,8.34
PRC-00649,USR-0229,north,price_sensitive,ios,treatment,1,1,4,5.53,49.76,4.38,3.77,1,1,0,1,13.34,9.57
PRC-00650,USR-0230,south,casual,android,control,1,0,5,6.3,21.0,5.15,3.84,1,0,0,0,3.78,3.78
PRC-00651,USR-0231,east,power_user,web,treatment,0,0,1,7.32,22.9,4.94,3.11,1,1,1,0,4.12,4.12
PRC-00652,USR-0232,west,price_sensitive,ios,control,0,0,2,1.74,27.15,3.98,2.03,1,1,0,1,8.87,6.84
PRC-00653,USR-0233,north,casual,android,control,0,0,3,3.13,30.64,3.82,2.49,1,0,0,0,5.52,5.52
PRC-00654,USR-0234,south,power_user,web,control,0,0,4,3.22,33.45,4.35,2.66,1,0,0,0,6.02,6.02
PRC-00655,USR-0235,east,price_sensitive,ios,treatment,1,0,5,4.57,36.1,4.13,3.46,1,0,0,0,6.5,6.5
PRC-00656,USR-0236,west,casual,android,treatment,1,0,1,5.5,37.41,5.71,3.06,1,1,0,1,12.44,9.38
PRC-00657,USR-0237,north,power_user,web,treatment,0,1,2,6.16,40.39,4.01,3.26,1,1,0,1,11.28,8.02
PRC-00658,USR-0238,south,price_sensitive,ios,treatment,0,0,3,7.3,45.25,4.57,3.41,1,0,0,0,8.14,8.14
